,short_name,latest_market_value,highest_market_value,current_club,position,main_position,secondary_position,age,height,league_country,foot,player_agent,outfitter,league,on_loan_from,contract_expires,appearances,goals,assists,yellow,second_yellow,red,minutes_played,goals_conceded,clean_sheets,last_appearances,last_goals,last_yellow,last_second_yellow,last_red,last_goals_conceded,last_clean_sheets,last_assists,last_minutes_played,country,country_2
7757,LuÃ­s Rocha,275000.0,1540000.0,Legia Warszawa,Defender - Left-Back,Left-Back,1,27.0,1.77,Poland,left,Proeleven GestÃ£o Desportiva,unknown,PKO Ekstraklasa,0,30.06.2021,21,0,1,4,1,0,1478,0,0,21,0,8,0,0,0,0,2,1601,Portugal,0
7758,Mateusz Holownia,220000.0,220000.0,Legia Warszawa,Defender - Left-Back,Left-Back,1,22.0,1.84,Poland,left,KFM,unknown,PKO Ekstraklasa,0,30.06.2022,19,1,0,2,0,1,1103,0,0,17,2,2,0,0,0,0,0,1372,Poland,0
7759,Marko Vesovic,2750000.0,2750000.0,Legia Warszawa,Defender - Right-Back,Right-Back,1,28.0,1.8,Poland,right,Red ball agency,unknown,PKO Ekstraklasa,0,30.06.2021,31,1,8,5,0,0,2605,0,0,32,0,11,1,0,0,0,3,2652,Montenegro,1
7760,Josip Juranovic,1870000.0,2750000.0,Legia Warszawa,Defender - Right-Back,Right-Back,1,25.0,1.73,Poland,right,unknown,unknown,PKO Ekstraklasa,0,30.06.2023,34,2,3,0,0,0,2950,0,0,28,0,5,0,1,0,0,3,2471,Croatia,0
7761,Pawel Stolarski,440000.0,605000.0,Legia Warszawa,Defender - Right-Back,Right-Back,1,24.0,1.81,Poland,right,UNIDOS,unknown,PKO Ekstraklasa,0,30.06.2021,20,1,1,5,0,0,1508,0,0,22,1,7,0,0,0,0,2,1632,Poland,0
7763,AndrÃ© Martins,1980000.0,7700000.0,Legia Warszawa,Midfielder - Central Midfield,Central Midfield,1,30.0,1.69,Poland,right,Proeleven GestÃ£o Desportiva,unknown,PKO Ekstraklasa,0,30.06.2022,44,0,1,6,0,0,3339,0,0,28,2,9,0,0,0,0,3,2094,Portugal,0
7764,Bartosz Slisz,1650000.0,1650000.0,Legia Warszawa,Midfielder - Central Midfield,Central Midfield,1,21.0,1.79,Poland,right,FairSport,unknown,PKO Ekstraklasa,0,31.12.2024,33,2,4,6,0,0,2544,0,0,27,0,10,0,0,0,0,1,2248,Poland,0
7765,Domagoj Antolic,1320000.0,2750000.0,Legia Warszawa,Midfielder - Central Midfield,Central Midfield,1,30.0,1.8,Poland,right,Soccerdreamz Sportconsulting,unknown,PKO Ekstraklasa,0,31.12.2020,40,3,6,1,0,0,3210,0,0,30,0,4,1,0,0,0,3,2228,Croatia,0
7766,Valeriane Gvilia,2750000.0,2750000.0,Legia Warszawa,Midfielder - Attacking Midfield,Attacking Midfield,1,26.0,1.82,Poland,right,unknown,unknown,PKO Ekstraklasa,0,30.06.2021,47,11,9,4,0,0,3284,0,0,34,3,3,0,0,0,0,4,2468,Georgia,1
7767,Luquinhas,2200000.0,2200000.0,Legia Warszawa,Midfielder - Attacking Midfield,Attacking Midfield,1,23.0,1.69,Poland,right,EUROFOOT BV,Nike,PKO Ekstraklasa,0,30.06.2022,45,5,9,3,0,0,3413,0,0,18,0,2,0,0,0,0,4,1421,Brazil,1
7768,Bartosz Kapustka,1320000.0,7700000.0,Legia Warszawa,Midfielder - Attacking Midfield,Attacking Midfield,1,23.0,1.79,Poland,right,BMG-SPORT,Nike,PKO Ekstraklasa,0,30.06.2022,2,0,1,0,0,0,173,0,0,23,4,8,0,0,0,0,1,1754,Poland,0
7769,Dominik Nagy,550000.0,1650000.0,Legia Warszawa,Forward - Left Winger,Left Winger,1,25.0,1.74,Poland,left,ROGON,unknown,PKO Ekstraklasa,0,30.06.2021,30,2,3,3,0,0,1528,0,0,38,5,5,0,0,0,0,8,2689,Hungary,0
7770,Mateusz Cholewiak,495000.0,495000.0,Legia Warszawa,Forward - Left Winger,Left Winger,1,30.0,1.84,Poland,left,box2box Football Agency,unknown,PKO Ekstraklasa,0,30.06.2021,34,5,2,2,0,0,1540,0,0,32,4,1,1,0,0,0,2,2395,Poland,0
7771,Pawel Wszolek,2750000.0,2750000.0,Legia Warszawa,Forward - Right Winger,Right Winger,1,28.0,1.86,Poland,right,BMG-SPORT,unknown,PKO Ekstraklasa,0,30.06.2021,30,7,9,7,0,0,2379,0,0,44,6,8,0,0,0,0,4,2869,Poland,0
7772,Piotr Pyrdol,165000.0,220000.0,Legia Warszawa,Forward - Right Winger,Right Winger,1,21.0,1.8252542000658893,Poland,right,FBG,unknown,PKO Ekstraklasa,0,30.06.2022,14,2,2,1,0,0,737,0,0,26,0,1,0,0,0,0,1,1397,Poland,0
7773,JosÃ© KantÃ©,1100000.0,1100000.0,Legia Warszawa,Forward - Centre-Forward,Centre-Forward,0,29.0,1.84,Poland,right,SLWORLDTEAM,unknown,PKO Ekstraklasa,0,30.06.2021,27,13,4,6,0,1,1625,0,0,39,8,9,0,0,0,0,3,1946,Guinea,1
7774,Rafa Lopes,935000.0,1430000.0,Legia Warszawa,Forward - Centre-Forward,Centre-Forward,1,29.0,1.85,Poland,right,Universal Sports Group,unknown,PKO Ekstraklasa,0,31.12.2022,41,12,4,3,0,0,3511,0,0,28,3,3,0,0,0,0,2,1808,Portugal,0
7775,Tomas Pekhart,770000.0,4400000.0,Legia Warszawa,Forward - Centre-Forward,Centre-Forward,0,31.0,1.94,Poland,right,SUPREME SPORTS ASIA,adidas,PKO Ekstraklasa,0,30.06.2022,30,10,2,5,0,0,1577,0,0,17,1,1,0,0,0,0,0,293,Czech Republic,0
7776,Maciej Rosolek,660000.0,660000.0,Legia Warszawa,Forward - Centre-Forward,Centre-Forward,1,18.0,1.83,Poland,both,KFM,unknown,PKO Ekstraklasa,0,30.06.2022,30,10,4,3,0,0,1775,0,0,0,0,0,0,0,0,0,0,0,Poland,0
7777,Kacper Kostorz,220000.0,330000.0,Legia Warszawa,Forward - Centre-Forward,Centre-Forward,1,21.0,1.88,Poland,both,Fabryka Futbolu,unknown,PKO Ekstraklasa,0,30.06.2022,23,5,3,2,0,0,1457,0,0,36,2,3,0,0,0,0,1,1862,Poland,0
7778,Vamara Sanogo,220000.0,660000.0,Legia Warszawa,Forward - Centre-Forward,Centre-Forward,1,25.0,1.86,Poland,left,S4P,unknown,PKO Ekstraklasa,0,30.06.2021,3,1,0,0,0,0,91,0,0,29,11,3,0,1,0,0,4,2132,France,1
7780,Marko Malenica,550000.0,1430000.0,Lech Poznan,Goalkeeper,Goalkeeper,0,26.0,1.93,Poland,right,unknown,unknown,PKO Ekstraklasa,1,29.06.2021,1,0,0,0,0,0,90,0,1,42,0,1,0,0,43,10,0,3780,Croatia,0
7781,Mickey van der Hart,440000.0,935000.0,Lech Poznan,Goalkeeper,Goalkeeper,0,26.0,1.88,Poland,left,Muy Manero,unknown,PKO Ekstraklasa,0,30.06.2022,39,0,0,1,0,0,3540,34,16,31,0,1,0,0,46,12,0,2689,Netherlands,0
7782,Filip Bednarek,275000.0,550000.0,Lech Poznan,Goalkeeper,Goalkeeper,0,27.0,1.88,Poland,right,Fabryka Futbolu,unknown,PKO Ekstraklasa,0,30.06.2022,10,0,0,1,0,0,900,25,0,7,0,0,0,0,10,2,0,630,Poland,0
7783,Milosz Mleczko,220000.0,440000.0,Lech Poznan,Goalkeeper,Goalkeeper,0,21.0,1.91,Poland,right,BMG-SPORT,unknown,PKO Ekstraklasa,0,30.06.2023,15,0,0,2,0,0,1350,21,4,35,0,2,0,0,44,11,0,3150,Poland,0
7785,Lubomir Satka,1650000.0,1650000.0,Lech Poznan,Defender - Centre-Back,Centre-Back,1,24.0,1.88,Poland,right,CM Sports Management LTD,unknown,PKO Ekstraklasa,0,30.06.2023,38,1,1,2,0,0,3412,0,0,37,4,2,0,0,0,0,1,2956,Slovakia,0
7786,Thomas Rogne,880000.0,1380000.0,Lech Poznan,Defender - Centre-Back,Centre-Back,0,30.0,1.93,Poland,right,Global Soccer Management,adidas,PKO Ekstraklasa,0,31.12.2021,23,1,0,4,1,0,1855,0,0,30,2,3,0,0,0,0,0,2545,Norway,0
7787,Djordje Crnomarkovic,605000.0,1380000.0,Lech Poznan,Defender - Centre-Back,Centre-Back,1,26.0,1.88,Poland,left,unknown,unknown,PKO Ekstraklasa,0,30.06.2022,32,0,0,6,2,0,2749,0,0,39,0,11,0,0,0,0,1,3417,Serbia,0
7788,Tomasz Dejewski,165000.0,165000.0,Lech Poznan,Defender - Centre-Back,Centre-Back,0,25.0,1.91,Poland,right,ELITE GROUP,unknown,PKO Ekstraklasa,0,30.06.2021,28,2,1,1,0,0,2286,0,0,16,0,1,1,0,0,0,0,1379,Poland,0
7789,Tymoteusz Puchacz,1650000.0,1650000.0,Lech Poznan,Defender - Left-Back,Left-Back,1,21.0,1.8,Poland,left,Fabryka Futbolu,Nike,PKO Ekstraklasa,0,30.06.2023,40,4,6,8,0,0,2880,0,0,29,4,5,0,0,0,0,1,2281,Poland,0
7790,Volodymyr Kostevych,935000.0,1650000.0,Lech Poznan,Defender - Left-Back,Left-Back,1,27.0,1.74,Poland,left,ProStar,unknown,PKO Ekstraklasa,0,31.12.2020,32,1,6,4,0,0,2673,0,0,34,2,3,0,0,0,0,1,2948,Ukraine,0
7792,Robert Gumny,3850000.0,5500000.0,Lech Poznan,Defender - Right-Back,Right-Back,1,22.0,1.78,Poland,right,Fabryka Futbolu,Puma,PKO Ekstraklasa,0,30.06.2023,24,2,1,6,0,0,1939,0,0,21,1,4,0,0,0,0,1,1890,Poland,0
7793,Alan Czerwinski,935000.0,935000.0,Lech Poznan,Defender - Right-Back,Right-Back,1,27.0,1.81,Poland,right,BMG-SPORT,unknown,PKO Ekstraklasa,0,30.06.2023,38,1,9,3,1,0,3393,0,0,20,0,2,0,0,0,0,2,1126,Poland,0
7794,Karlo Muhar,275000.0,385000.0,Lech Poznan,Midfielder - Defensive Midfield,Defensive Midfield,0,24.0,1.9,Poland,both,Mladen Grgic,unknown,PKO Ekstraklasa,0,30.06.2023,33,2,2,8,0,0,2429,0,0,37,3,7,0,0,0,0,0,3076,Croatia,0
7795,Jakub Moder,3300000.0,3300000.0,Lech Poznan,Midfielder - Central Midfield,Central Midfield,1,21.0,1.88,Poland,both,Fabryka Futbolu,adidas,PKO Ekstraklasa,0,30.06.2023,38,5,7,6,0,0,2447,0,0,35,4,4,1,0,0,0,2,2396,Poland,0
7796,Pedro Tiba,1100000.0,4400000.0,Lech Poznan,Midfielder - Central Midfield,Central Midfield,1,31.0,1.74,Poland,right,Bruno Carvalho,Nike,PKO Ekstraklasa,0,30.06.2022,37,2,10,6,0,0,3203,0,0,40,4,10,0,0,0,0,3,3490,Portugal,0
7797,Filip Marchwinski,3850000.0,3850000.0,Lech Poznan,Midfielder - Attacking Midfield,Attacking Midfield,1,18.0,1.87,Poland,both,Branchini Associati S.p.A.,Nike,PKO Ekstraklasa,0,30.06.2023,31,6,0,4,0,0,1375,0,0,27,4,3,0,0,0,0,1,1336,Poland,0
7798,Dani RamÃ­rez,1650000.0,1650000.0,Lech Poznan,Midfielder - Attacking Midfield,Attacking Midfield,1,28.0,1.75,Poland,both,Implica-T,Nike,PKO Ekstraklasa,0,30.06.2023,39,12,10,7,0,0,3207,0,0,31,9,3,0,0,0,0,15,2457,Spain,0
7799,Kamil Jozwiak,4400000.0,4400000.0,Lech Poznan,Forward - Left Winger,Left Winger,1,22.0,1.76,Poland,right,Fabryka Futbolu,unknown,PKO Ekstraklasa,0,30.06.2022,39,9,7,5,0,0,3300,0,0,36,3,5,0,0,0,0,4,2410,Poland,0
7800,Jakub Kaminski,3300000.0,3300000.0,Lech Poznan,Forward - Right Winger,Right Winger,1,18.0,1.79,Poland,right,ProSport Manager,adidas,PKO Ekstraklasa,0,30.06.2024,34,6,6,0,0,0,2241,0,0,24,9,3,0,0,0,0,2,1749,Poland,0
7801,JoÃ£o Amaral,880000.0,1650000.0,Lech Poznan,Forward - Right Winger,Right Winger,1,28.0,1.72,Poland,both,D20 Sports,unknown,PKO Ekstraklasa,0,30.06.2022,38,4,9,6,0,0,2166,0,0,30,10,3,0,0,0,0,5,2096,Portugal,0
7802,Tymoteusz Klups,495000.0,1380000.0,Lech Poznan,Forward - Right Winger,Right Winger,1,20.0,1.79,Poland,right,Fabryka Futbolu,unknown,PKO Ekstraklasa,0,30.06.2022,16,1,1,1,1,0,924,0,0,25,2,0,0,0,0,0,2,1122,Poland,0
7803,Michal Skoras,385000.0,825000.0,Lech Poznan,Forward - Right Winger,Right Winger,1,20.0,1.78,Poland,right,BMG-SPORT,adidas,PKO Ekstraklasa,0,30.06.2023,27,2,4,4,0,0,1267,0,0,28,1,4,1,0,0,0,3,1914,Poland,0
7804,Mikael Ishak,1320000.0,4400000.0,Lech Poznan,Forward - Centre-Forward,Centre-Forward,1,27.0,1.85,Poland,both,MD Management,unknown,PKO Ekstraklasa,0,30.06.2023,15,1,0,2,0,0,776,0,0,31,6,1,0,0,0,0,4,2100,Sweden,1
7805,Filip Szymczak,110000.0,110000.0,Lech Poznan,Forward - Centre-Forward,Centre-Forward,0,18.0,1.87,Poland,both,unknown,Nike,PKO Ekstraklasa,0,30.06.2022,31,12,2,5,0,0,1951,0,0,23,8,0,0,0,0,0,1,1542,Poland,0
7806,Damian Weglarz,440000.0,440000.0,Jagiellonia Bialystok,Goalkeeper,Goalkeeper,0,24.0,1.89,Poland,right,Seven United GmbH,unknown,PKO Ekstraklasa,0,30.06.2021,26,0,0,0,0,0,2340,33,7,29,0,4,0,0,51,4,0,2610,Poland,0
7807,Pavels Steinbors,275000.0,440000.0,Jagiellonia Bialystok,Goalkeeper,Goalkeeper,0,34.0,1.91,Poland,right,Transfer,unknown,PKO Ekstraklasa,0,30.06.2022,33,0,0,1,0,0,2970,52,6,38,0,0,0,0,53,9,0,3420,Latvia,0
7808,Hubert Gostomski,110000.0,220000.0,Jagiellonia Bialystok,Goalkeeper,Goalkeeper,0,22.0,1.91,Poland,right,Mariusz Kulesza,adidas,PKO Ekstraklasa,0,30.06.2021,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,1,0,810,Poland,0
7811,Ivan Runje,1100000.0,1380000.0,Jagiellonia Bialystok,Defender - Centre-Back,Centre-Back,0,29.0,1.92,Poland,right,11-Football Players,unknown,PKO Ekstraklasa,0,30.06.2021,29,3,2,7,1,0,2526,0,0,40,3,9,0,0,0,0,1,3483,Croatia,0
7812,Bogdan Tiru,880000.0,1760000.0,Jagiellonia Bialystok,Defender - Centre-Back,Centre-Back,1,26.0,1.85,Poland,both,Mariusz Kulesza,unknown,PKO Ekstraklasa,0,30.06.2024,34,6,1,12,0,0,2938,0,0,32,0,5,0,0,0,0,1,2849,Romania,0
7813,Zoran Arsenic,550000.0,660000.0,Jagiellonia Bialystok,Defender - Centre-Back,Centre-Back,1,26.0,1.88,Poland,right,HBR Sport,unknown,PKO Ekstraklasa,0,30.06.2022,30,0,1,7,0,0,2456,0,0,28,0,10,0,0,0,0,1,2297,Croatia,0
7814,Blazej Augustyn,385000.0,990000.0,Jagiellonia Bialystok,Defender - Centre-Back,Centre-Back,1,32.0,1.91,Poland,both,Relatives,unknown,PKO Ekstraklasa,0,30.06.2022,16,1,0,4,0,0,1470,0,0,33,2,11,1,0,0,0,1,2924,Poland,0
7816,BÃ¶dvar BÃ¶dvarsson,275000.0,275000.0,Jagiellonia Bialystok,Defender - Left-Back,Left-Back,1,25.0,1.86,Poland,left,Deadline Day Sports,unknown,PKO Ekstraklasa,0,30.06.2021,11,0,1,3,0,0,960,0,0,22,0,4,0,0,0,0,0,1719,Iceland,0
7817,Bartlomiej Wdowik,220000.0,220000.0,Jagiellonia Bialystok,Defender - Left-Back,Left-Back,1,19.0,1.84,Poland,right,UNIDOS,unknown,PKO Ekstraklasa,0,30.06.2023,26,0,0,3,0,0,1765,0,0,29,3,2,0,0,0,0,0,1276,Poland,0
7818,Andrej Kadlec,385000.0,578000.0,Jagiellonia Bialystok,Defender - Right-Back,Right-Back,1,24.0,1.77,Poland,right,INNfootball,unknown,PKO Ekstraklasa,0,30.06.2022,19,0,0,1,1,0,1565,0,0,32,1,6,0,0,0,0,3,2769,Slovakia,0
7819,Pawel Olszewski,165000.0,275000.0,Jagiellonia Bialystok,Defender - Right-Back,Right-Back,1,21.0,1.78,Poland,right,Seven United GmbH,unknown,PKO Ekstraklasa,0,30.06.2022,12,0,2,0,0,0,669,0,0,23,0,2,0,0,0,0,0,1599,Poland,0
7822,Taras Romanczuk,1320000.0,1380000.0,Jagiellonia Bialystok,Midfielder - Defensive Midfield,Defensive Midfield,1,28.0,1.86,Poland,left,F-MG.com,unknown,PKO Ekstraklasa,0,30.06.2023,36,3,0,9,0,0,3240,0,0,42,5,11,0,0,0,0,3,3746,Poland,0
7823,Ariel Borysiuk,440000.0,2750000.0,Jagiellonia Bialystok,Midfielder - Defensive Midfield,Defensive Midfield,1,29.0,1.8,Poland,right,GRsport,unknown,PKO Ekstraklasa,0,30.06.2021,15,1,0,3,1,0,924,0,0,27,3,3,1,0,0,0,0,1698,Poland,0
7824,Martin PospÃ­sil,770000.0,990000.0,Jagiellonia Bialystok,Midfielder - Central Midfield,Central Midfield,1,29.0,1.78,Poland,right,"International Sport Management, s.r.o.",adidas,PKO Ekstraklasa,0,30.06.2021,36,2,4,8,0,0,3092,0,0,42,3,5,0,0,0,0,5,3009,Czech Republic,0
7825,JesÃºs Imaz,1650000.0,1650000.0,Jagiellonia Bialystok,Midfielder - Attacking Midfield,Attacking Midfield,1,29.0,1.74,Poland,right,EGGO Asesores Deportivos,unknown,PKO Ekstraklasa,0,30.06.2022,36,11,4,0,0,0,2752,0,0,34,16,4,0,0,0,0,4,2677,Spain,0
7826,Przemyslaw Mystkowski,440000.0,440000.0,Jagiellonia Bialystok,Midfielder - Attacking Midfield,Attacking Midfield,1,22.0,1.74,Poland,left,INNfootball,unknown,PKO Ekstraklasa,0,30.06.2021,15,1,2,4,0,0,613,0,0,22,0,2,0,0,0,0,0,806,Poland,0
7828,Martin Kostal,495000.0,770000.0,Jagiellonia Bialystok,Forward - Left Winger,Left Winger,1,24.0,1.79,Poland,right,Go2Score sport agency,unknown,PKO Ekstraklasa,0,30.06.2022,14,0,3,2,0,0,490,0,0,36,2,3,0,0,0,0,6,2162,Slovakia,0
7829,Juan CÃ¡mara,440000.0,770000.0,Jagiellonia Bialystok,Forward - Left Winger,Left Winger,1,26.0,1.84,Poland,left,Media Base Sports,Nike,PKO Ekstraklasa,0,30.06.2023,26,3,2,2,0,0,1409,0,0,31,3,3,0,0,0,0,2,2280,Spain,0
7830,Tomas Prikryl,660000.0,1650000.0,Jagiellonia Bialystok,Forward - Right Winger,Right Winger,1,28.0,1.77,Poland,right,"SPORT INVEST International, a. s.",unknown,PKO Ekstraklasa,0,30.06.2023,32,2,5,3,0,0,2029,0,0,34,9,6,0,0,0,0,14,2812,Czech Republic,0
7831,Maciej Makuszewski,440000.0,1430000.0,Jagiellonia Bialystok,Forward - Right Winger,Right Winger,1,30.0,1.76,Poland,right,FTG,unknown,PKO Ekstraklasa,0,30.06.2021,24,1,4,1,1,0,1557,0,0,34,0,7,0,0,0,0,9,2445,Poland,0
7832,Bartosz Bida,2200000.0,2200000.0,Jagiellonia Bialystok,Forward - Centre-Forward,Centre-Forward,1,19.0,1.75,Poland,right,Mariusz Kulesza,adidas,PKO Ekstraklasa,0,30.06.2023,25,5,2,3,1,0,1663,0,0,11,5,1,0,0,0,0,0,430,Poland,0
7833,Jakov Puljic,880000.0,2750000.0,Jagiellonia Bialystok,Forward - Centre-Forward,Centre-Forward,1,27.0,1.87,Poland,both,Ivan Cvjetkovic,unknown,PKO Ekstraklasa,0,30.06.2022,27,6,2,5,0,0,1811,0,0,34,17,4,0,0,0,0,10,2122,Croatia,0
7834,Szymon Sobczak,220000.0,220000.0,Jagiellonia Bialystok,Forward - Centre-Forward,Centre-Forward,1,27.0,1.81,Poland,right,no agent,unknown,PKO Ekstraklasa,0,30.06.2022,36,12,5,5,0,0,3136,0,0,13,4,1,0,0,0,0,1,1137,Poland,0
7835,Maciej Mas,110000.0,110000.0,Jagiellonia Bialystok,Forward - Centre-Forward,Centre-Forward,0,19.0,1.93,Poland,right,INNfootball,unknown,PKO Ekstraklasa,0,30.06.2023,24,4,0,4,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,Poland,0
7837,Karol Niemczycki,220000.0,220000.0,Cracovia,Goalkeeper,Goalkeeper,0,21.0,1.9,Poland,right,box2box Football Agency,unknown,PKO Ekstraklasa,0,01.07.2023,29,0,0,3,0,0,2610,32,10,14,0,0,0,0,14,6,0,1260,Poland,0
7838,Lukas Hrosso,165000.0,385000.0,Cracovia,Goalkeeper,Goalkeeper,0,33.0,1.95,Poland,both,Football Service Agency,unknown,PKO Ekstraklasa,0,30.06.2022,11,0,0,1,0,0,1110,12,3,30,0,4,0,0,47,6,0,2700,Slovakia,0
7839,Michal Peskovic,110000.0,660000.0,Cracovia,Goalkeeper,Goalkeeper,0,38.0,1.88,Poland,right,unknown,unknown,PKO Ekstraklasa,0,30.06.2021,34,0,0,2,0,0,3090,38,10,28,0,1,0,0,29,10,0,2520,Slovakia,0
7842,Michal Helik,660000.0,715000.0,Cracovia,Defender - Centre-Back,Centre-Back,1,24.0,1.91,Poland,right,BMG-SPORT,unknown,PKO Ekstraklasa,0,30.06.2021,30,2,1,3,1,0,2735,0,0,34,1,3,0,0,0,0,2,2712,Poland,0
7843,David Jablonsky,660000.0,1380000.0,Cracovia,Defender - Centre-Back,Centre-Back,1,28.0,1.9,Poland,right,Global Ballgames a.s.,unknown,PKO Ekstraklasa,0,30.06.2022,34,4,2,9,0,1,3075,0,0,24,1,10,0,0,0,0,3,2100,Czech Republic,0
7844,IvÃ¡n MÃ¡rquez,385000.0,550000.0,Cracovia,Defender - Centre-Back,Centre-Back,0,26.0,1.91,Poland,right,Relatives,unknown,PKO Ekstraklasa,0,30.06.2022,24,0,0,4,0,0,2090,0,0,24,0,10,1,1,0,0,0,2069,Spain,0
7845,Dawid Szymonowicz,330000.0,330000.0,Cracovia,Defender - Centre-Back,Centre-Back,1,25.0,1.85,Poland,right,Seven United GmbH,unknown,PKO Ekstraklasa,1,30.06.2021,21,0,0,3,0,0,1318,0,0,24,1,7,0,0,0,0,0,1842,Poland,0
7846,Oleksiy Dytyatyev,330000.0,770000.0,Cracovia,Defender - Centre-Back,Centre-Back,0,31.0,1.96,Poland,right,ALIK FOOTBALL MANAGEMENT,unknown,PKO Ekstraklasa,0,30.06.2022,26,1,1,9,0,0,2146,0,0,29,1,6,0,0,0,0,0,2440,Ukraine,0
7848,Kamil Pestka,715000.0,715000.0,Cracovia,Defender - Left-Back,Left-Back,1,22.0,1.89,Poland,left,KFA,unknown,PKO Ekstraklasa,0,30.06.2021,32,2,3,7,0,0,2399,0,0,17,1,4,0,0,0,0,0,1487,Poland,0
7849,Michal Siplak,440000.0,495000.0,Cracovia,Defender - Left-Back,Left-Back,1,24.0,1.84,Poland,right,FairSport,unknown,PKO Ekstraklasa,0,30.06.2023,22,1,4,9,0,0,1299,0,0,30,1,8,0,0,0,0,4,2551,Slovakia,0
7850,Michael Gardawski,330000.0,440000.0,Cracovia,Defender - Left-Back,Left-Back,1,29.0,1.77,Poland,right,CES,unknown,PKO Ekstraklasa,0,30.06.2022,25,0,2,10,0,0,2086,0,0,32,1,9,0,0,0,0,0,2597,Germany,1
7851,Cornel Rapa,660000.0,1540000.0,Cracovia,Defender - Right-Back,Right-Back,1,30.0,1.82,Poland,right,FGA,unknown,PKO Ekstraklasa,0,30.06.2020,40,3,4,6,0,0,3677,0,0,34,1,6,0,0,0,0,2,2836,Romania,0
7852,Diego Ferraresso,330000.0,880000.0,Cracovia,Defender - Right-Back,Right-Back,1,28.0,1.71,Poland,right,Mike Barros,unknown,PKO Ekstraklasa,0,30.06.2021,16,1,0,1,0,0,1160,0,0,25,0,4,0,0,0,0,1,1697,Bulgaria,1
7853,Radoslaw Kanach,358000.0,385000.0,Cracovia,Midfielder - Defensive Midfield,Defensive Midfield,1,21.0,1.81,Poland,right,GRsport,unknown,PKO Ekstraklasa,0,0,34,2,0,4,0,0,2837,0,0,20,0,2,0,0,0,0,0,958,Poland,0
7854,Milan Dimun,330000.0,495000.0,Cracovia,Midfielder - Defensive Midfield,Defensive Midfield,1,23.0,1.86,Poland,right,Rabona Sports,unknown,PKO Ekstraklasa,0,30.06.2022,34,0,1,3,0,0,1894,0,0,33,1,3,0,0,0,0,3,2173,Slovakia,0
7855,Sylwester Lusiusz,550000.0,550000.0,Cracovia,Midfielder - Central Midfield,Central Midfield,1,20.0,1.85,Poland,right,ProSport Manager,unknown,PKO Ekstraklasa,0,30.06.2024,29,0,0,4,0,0,2030,0,0,0,0,0,0,0,0,0,0,0,Poland,0
7856,Florian Loshaj,440000.0,550000.0,Cracovia,Midfielder - Central Midfield,Central Midfield,1,24.0,1.74,Poland,left,Fisher Sport Ltd,unknown,PKO Ekstraklasa,0,30.06.2023,35,3,5,8,1,0,2806,0,0,14,2,2,0,0,0,0,0,932,Kosovo,1
7857,Jakub Serafin,110000.0,220000.0,Cracovia,Midfielder - Central Midfield,Central Midfield,1,24.0,1.81,Poland,right,Fabryka Futbolu,unknown,PKO Ekstraklasa,0,30.06.2022,33,1,2,7,0,0,2661,0,0,8,0,1,0,0,0,0,0,379,Poland,0
7860,Pelle van Amersfoort,990000.0,1650000.0,Cracovia,Midfielder - Attacking Midfield,Attacking Midfield,1,24.0,1.93,Poland,right,Forza Sports Group,unknown,PKO Ekstraklasa,0,30.06.2022,41,11,5,5,0,0,3480,0,0,40,11,2,0,0,0,0,3,2125,Netherlands,0
7861,Thiago,495000.0,495000.0,Cracovia,Midfielder - Attacking Midfield,Attacking Midfield,1,23.0,1.77,Poland,both,Talent Soccer,unknown,PKO Ekstraklasa,0,31.12.2023,35,3,5,7,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,Brazil,0
7862,Michal Rakoczy,330000.0,330000.0,Cracovia,Midfielder - Attacking Midfield,Attacking Midfield,1,18.0,1.75,Poland,right,ProSport Manager,adidas,PKO Ekstraklasa,0,30.06.2022,20,7,2,8,0,0,1261,0,0,25,9,7,0,0,0,0,2,2022,Poland,0
7863,Mateusz Wdowiak,440000.0,550000.0,Cracovia,Forward - Left Winger,Left Winger,1,23.0,1.74,Poland,right,BMG-SPORT,unknown,PKO Ekstraklasa,0,30.06.2021,36,6,5,5,0,0,2196,0,0,35,3,5,0,0,0,0,5,2716,Poland,0
7866,Sergiu Hanca,1100000.0,2200000.0,Cracovia,Forward - Right Winger,Right Winger,1,28.0,1.82,Poland,right,INNfootball,DIADORA,PKO Ekstraklasa,0,30.06.2022,41,9,9,10,0,0,3609,0,0,35,4,10,0,0,0,0,3,2599,Romania,0
7867,Daniel Pik,110000.0,110000.0,Cracovia,Forward - Right Winger,Right Winger,1,20.0,1.77,Poland,right,Profus Management,unknown,PKO Ekstraklasa,0,30.06.2022,4,0,0,0,0,0,45,0,0,18,9,2,0,0,0,0,2,1179,Poland,0
7868,Rivaldinho,1210000.0,1210000.0,Cracovia,Forward - Centre-Forward,Centre-Forward,1,25.0,1.86,Poland,both,4EL,unknown,PKO Ekstraklasa,0,30.06.2023,28,11,4,0,0,0,2203,0,0,20,4,2,0,1,0,0,0,719,Brazil,1
7869,Marcos Ãlvarez,495000.0,605000.0,Cracovia,Forward - Centre-Forward,Centre-Forward,1,28.0,1.79,Poland,right,Sportmanagement MÂ³ GbR,unknown,PKO Ekstraklasa,0,30.06.2023,30,14,3,5,0,0,1478,0,0,36,12,7,0,0,0,0,9,2365,Germany,1
