id,name,full_name,birth_date,age,height_cm,weight_kgs,nationality_id,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,release_clause_euro
243363,E. Herrera,Edwin Alberto Herrera Hernandez,1998-09-02,20,172.72,68.0,30,61,77,475000.0,1000.0,Right,1,2,2,Medium/ Medium,962000.0
239267,A. Pululu,Afimico Pululu,1999-03-23,19,175.26,83.0,5,61,77,550000.0,3000.0,Right,1,3,3,High/ Medium,""
237987,Park Dae Han,박대한 朴大韩,1996-04-19,22,182.88,77.1,85,61,70,290000.0,1000.0,Right,1,3,1,Medium/ Medium,421000.0
224675,Zhong JinBao,钟晋宝,1994-11-25,24,154.94,68.9,29,61,67,350000.0,2000.0,Right,1,3,2,Medium/ Medium,823000.0
192674,Leandro,Leandro Montagud Balaguer,1989-02-28,30,185.42,82.1,134,61,62,200000.0,1000.0,Left,1,2,1,Medium/ Medium,325000.0
241058,R. Callachan,Ross Callachan,1993-09-04,25,154.94,76.2,126,61,66,325000.0,1000.0,Right,1,3,2,High/ High,593000.0
233378,J. Shipley,Jordan Shipley,1997-09-26,21,182.88,73.0,121,61,71,400000.0,2000.0,Left,1,3,2,Medium/ Medium,780000.0
216226,A. Kenyon,Alex Kenyon,1992-07-17,26,182.88,76.2,45,61,63,260000.0,2000.0,Left,1,2,2,Medium/ High,475000.0
212642,P. Petrović,Petar Petrović,1995-09-15,23,152.4,69.9,139,61,66,325000.0,1000.0,Right,1,3,3,Medium/ Medium,431000.0
230812,A. Pattison,Alex Pattison,1997-09-06,21,175.26,69.9,45,61,70,375000.0,6000.0,Right,1,3,2,Medium/ Medium,""
221852,Liu Yang,刘洋,1991-02-09,28,187.96,78.0,29,61,63,250000.0,2000.0,Right,1,3,2,Low/ High,556000.0
246683,L. Agoume,Lucien Agoume,2002-02-09,17,185.42,74.8,54,61,85,550000.0,1000.0,Right,1,3,3,Medium/ Medium,1500000.0
232603,K. Yoshino,吉野 恭平,1994-11-08,24,182.88,74.8,80,61,67,290000.0,2000.0,Right,1,2,2,Medium/ High,421000.0
221339,M. Rocca,Michele Rocca,1996-02-06,23,175.26,72.1,77,61,69,375000.0,5000.0,Right,1,2,2,High/ Medium,""
238490,I. Chair,Ilias Chair,1997-10-30,21,172.72,68.0,102,61,75,550000.0,1000.0,Right,1,2,3,High/ Medium,""
238234,A. Al Khulaif,Ayman Al Khulaif,1997-05-22,21,165.1,59.9,125,61,73,450000.0,5000.0,Right,1,3,2,High/ Medium,855000.0
229530,R. Wulle,Rick Wulle,1994-06-04,24,187.96,83.9,58,61,68,260000.0,1000.0,Right,1,2,1,Medium/ Medium,468000.0
221850,Li Songyi,李松益,1993-01-27,26,187.96,81.2,29,61,64,260000.0,3000.0,Right,1,3,2,Medium/ Medium,579000.0
236697,J. Romil,Jorris Romil,1994-12-27,24,185.42,74.8,54,61,68,350000.0,1000.0,Right,1,3,2,Medium/ Low,683000.0
216473,T. Smith,Ted Smith,1996-01-18,23,185.42,76.2,45,61,67,250000.0,1000.0,Left,1,3,1,Medium/ Medium,488000.0
203417,E. Oyeleke,Emmanuel Oyeleke,1992-12-24,26,175.26,74.8,45,61,64,300000.0,3000.0,Right,1,3,2,Medium/ Medium,548000.0
241048,J. Tuominen,Jasse Tuominen,1995-11-12,23,185.42,73.9,53,61,69,"","",Right,1,3,2,High/ Medium,""
231064,T. Hudson-Wihongi,Te Atawhai Hudson-Wihongi,1995-03-27,23,185.42,83.0,107,61,67,"","",Right,1,3,2,Medium/ Medium,""
193943,J. Cook,Jordan Cook,1990-03-20,28,175.26,79.8,45,61,61,250000.0,3000.0,Right,1,3,2,Medium/ Low,438000.0
229783,D. Gyollai,Dániel Gyollai,1997-04-07,21,193.04,91.2,70,61,74,400000.0,3000.0,Right,1,3,1,Medium/ Medium,1000000.0
184726,J. Partington,Joe Partington,1990-04-01,28,187.96,76.2,157,61,61,200000.0,2000.0,Right,1,3,2,Medium/ High,350000.0
244886,S. Al Qeshtah,Saif Al Qeshtah,1993-01-28,26,182.88,74.8,125,61,63,260000.0,2000.0,Left,1,3,2,Low/ Medium,449000.0
207509,A. Domínguez,Adolfo Domínguez,1991-02-10,28,182.88,73.0,98,61,61,260000.0,4000.0,Left,1,3,2,Medium/ Medium,442000.0
204437,A. Tozzo,Andrea Tozzo,1992-08-30,26,193.04,83.9,77,61,64,220000.0,4000.0,Left,1,2,1,Medium/ Medium,""
247188,Víctor Ruiz,Víctor Ruiz Abril,1993-11-02,25,172.72,68.0,134,61,64,325000.0,3000.0,Right,1,3,3,Medium/ Medium,496000.0
241812,L. Kramer,Lars Kramer,1999-07-11,19,193.04,79.8,105,61,75,475000.0,1000.0,Right,1,3,2,Medium/ Medium,1000000.0
221332,G. Guerrieri,Guido Guerrieri,1996-02-25,23,182.88,78.0,77,61,68,260000.0,4000.0,Right,1,3,1,Medium/ Medium,494000.0
214164,N. Salazar,Norbey Salazar Giraldo,1987-11-10,31,198.12,83.9,30,61,61,190000.0,1000.0,Right,1,2,2,Medium/ Medium,257000.0
195219,L. Wilkinson,Luke Wilkinson,1991-12-02,27,187.96,73.9,45,61,62,240000.0,2000.0,Right,1,2,2,Medium/ Medium,438000.0
163731,R. Harley,Ryan Harley,1985-01-22,34,175.26,69.9,45,61,61,150000.0,3000.0,Right,1,4,3,Medium/ Medium,263000.0
243346,N. Heidemann,Niklas Heidemann,1995-01-06,24,185.42,78.0,58,61,66,280000.0,1000.0,Left,1,3,2,Medium/ Medium,427000.0
240530,A. Yamga,Arthur Kevin Yamga,1996-09-07,22,187.96,83.0,54,61,70,400000.0,2000.0,Right,1,3,3,Medium/ Low,""
220306,A. Ceesay,Assan Ceesay,1994-03-17,24,187.96,73.9,56,61,68,350000.0,3000.0,Left,1,3,2,High/ Medium,578000.0
247441,Dome,Domènec Estorach Ruedas,1996-01-01,23,175.26,68.9,134,61,66,325000.0,1000.0,Right,1,3,2,Medium/ Medium,528000.0
244881,N. Tiknizyan,Nair Tiknizyan,1999-05-12,19,154.94,74.8,123,61,74,475000.0,1000.0,Left,1,3,2,High/ Medium,1300000.0
243601,D. Fitzpatrick,David Fitzpatrick,1990-02-28,29,152.4,73.0,45,61,61,200000.0,2000.0,Left,1,3,2,Medium/ Medium,350000.0
230801,A. Hazazi,Ali Abdullah Hazazi,1994-02-18,25,182.88,63.0,125,61,66,290000.0,4000.0,Left,1,3,2,Medium/ Medium,500000.0
209041,Y. Al Musallam,Yahya Al Musallam,1987-06-07,31,182.88,83.9,125,61,61,170000.0,3000.0,Left,1,3,2,Medium/ Medium,281000.0
246928,Iván Martín,Iván Martín Núñez,1999-02-14,20,152.4,69.9,134,61,74,475000.0,2000.0,Left,1,3,3,High/ Low,1300000.0
245648,Y. Tolosa,Yeison Tolosa,1999-06-12,19,170.18,68.0,30,61,74,475000.0,1000.0,Right,1,3,3,Medium/ Medium,962000.0
243344,D. Lanius,Dominik Lanius,1997-03-28,21,195.57999999999998,84.8,58,61,69,325000.0,1000.0,Right,1,3,2,Medium/ Medium,536000.0
241040,T. Eyoma,Timothy Eyoma,2000-01-29,19,182.88,76.2,45,61,79,475000.0,5000.0,Right,1,3,2,Medium/ High,1200000.0
238480,M. Feigenspan,Mike Feigenspan,1995-08-05,23,154.94,74.8,58,61,69,375000.0,1000.0,Right,1,2,3,Medium/ Medium,619000.0
172944,G. Coke,Giles Coke,1986-06-03,32,154.94,78.9,45,61,61,190000.0,3000.0,Right,1,3,2,High/ High,333000.0
209552,Y. Otayn,Yahya Otayn,1990-09-03,28,182.88,73.0,125,61,62,240000.0,3000.0,Right,1,2,2,Low/ High,414000.0
209040,M. Hazazi,Majed Hazazi,1988-03-19,30,167.64000000000001,57.2,125,61,61,180000.0,3000.0,Right,1,2,2,Medium/ Medium,297000.0
238223,B. Bvuma,Bruce Bvuma,1995-05-15,23,185.42,73.0,132,61,70,290000.0,1000.0,Right,1,3,1,Medium/ Medium,696000.0
211593,S. Facey,Shay Facey,1995-01-07,24,152.4,64.0,45,61,68,300000.0,2000.0,Right,1,2,2,Medium/ Medium,585000.0
206217,H. Johansen,Henrik Kjelsrud Johansen,1993-03-22,25,182.88,83.9,111,61,64,325000.0,1000.0,Right,1,3,2,High/ High,431000.0
246408,B. Chibani,Bilal Chibani,1998-10-15,20,182.88,71.2,14,61,72,425000.0,1000.0,Left,1,3,3,Medium/ Medium,701000.0
237704,João Virgínia,João Manuel Neves Virgínia,1999-10-10,19,190.5,79.8,120,61,79,425000.0,3000.0,Left,1,3,1,Medium/ Medium,1100000.0
246919,T. Čvančara,Tomáš Čvančara,2000-08-13,18,190.5,79.8,38,61,83,550000.0,1000.0,Right,1,3,2,High/ Low,1500000.0
245895,Iván,Iván Navarro Mateos,1997-04-26,21,182.88,77.1,134,61,70,400000.0,3000.0,Left,1,2,2,Medium/ Medium,920000.0
220807,M. O'Leary,Max O'Leary,1996-10-10,22,185.42,78.0,45,61,72,350000.0,3000.0,Right,1,3,1,Medium/ Medium,735000.0
244102,J. Hildebrandt,Jonas Hildebrandt,1996-12-08,22,182.88,76.2,58,61,68,300000.0,1000.0,Right,1,3,2,Medium/ Medium,495000.0
234886,M. Dimun,Milan Dimun,1996-09-19,22,185.42,76.2,130,61,74,425000.0,1000.0,Right,1,3,2,Medium/ Medium,839000.0
246661,P. Ernesto,Panzu Ernesto,1999-04-03,19,154.94,71.2,58,61,75,500000.0,2000.0,Right,1,3,2,High/ Medium,1200000.0
241029,F. Quiroz,Franco Nicolás Quiroz,1998-03-11,20,152.4,74.8,7,61,73,400000.0,2000.0,Left,1,3,2,Medium/ Medium,680000.0
233093,S. Lebus,Santiago Lebus,1996-06-18,22,154.94,73.0,7,61,71,400000.0,2000.0,Right,1,2,2,Medium/ Medium,680000.0
244100,M. Rodas,Manolo Rodas,1996-07-04,22,170.18,64.9,58,61,69,375000.0,1000.0,Left,1,4,3,Medium/ Medium,619000.0
241540,T. Goppel,Thijmen Goppel,1997-02-16,22,152.4,73.0,105,61,70,400000.0,1000.0,Right,1,2,3,Medium/ High,680000.0
237188,N. Bishop,Nathan Bishop,1999-10-15,19,185.42,72.1,45,61,76,425000.0,1000.0,Right,1,3,1,Medium/ Medium,1000000.0
140164,Y. Gutiérrez,Yosgart Ernesto Gutiérrez Serna,1981-03-15,37,187.96,86.2,98,61,61,20000.0,1000.0,Right,1,2,1,Medium/ Medium,33000.0
245635,Dani Sandoval,Daniel Sandoval Fernández,1998-02-16,21,152.4,71.2,134,61,74,475000.0,2000.0,Left,1,3,3,Medium/ Low,1100000.0
244099,L. Ameka Autchanga,Louis Ameka Autchanga,1996-10-03,22,175.26,68.0,55,61,71,400000.0,1000.0,Right,1,3,3,Medium/ Low,780000.0
241283,Luis Díaz,Luis Díaz Carballido,1995-02-27,24,187.96,78.0,134,61,67,350000.0,2000.0,Right,1,3,2,Medium/ Medium,630000.0
237699,Z. Dearnley,Zachary Dearnley,1998-09-28,20,175.26,66.2,45,61,76,550000.0,9000.0,Right,1,4,3,Medium/ Medium,""
228483,Kim Yong Jin,김수안 金勇辰,1993-06-10,25,193.04,79.8,85,61,66,350000.0,2000.0,Right,1,2,3,High/ Medium,481000.0
247170,Iago Indias,Iago Indias Fernández,1996-01-03,23,152.4,68.0,134,61,67,290000.0,3000.0,Right,1,2,2,Low/ Medium,667000.0
237442,Eric Curbelo,Éric Curbelo de la Fe,1994-01-14,25,172.72,68.9,134,61,67,290000.0,2000.0,Left,1,3,2,High/ High,522000.0
234882,M. Warcholak,Marcin Warcholak,1989-08-08,29,154.94,78.9,119,61,61,200000.0,1000.0,Left,1,2,2,Medium/ Medium,270000.0
246657,Álvaro Vallés,Álvaro Vallés Rosa,1997-07-25,21,193.04,82.1,134,61,69,280000.0,1000.0,Right,1,2,1,Medium/ Medium,504000.0
245633,Kiki,Juan Antonio Díaz Sanchez,1997-01-06,22,152.4,69.9,134,61,69,325000.0,1000.0,Left,1,2,2,Medium/ Medium,569000.0
244097,T. Bonga,Tarsis Bonga,1997-01-10,22,195.57999999999998,88.9,58,61,69,375000.0,1000.0,Right,1,3,2,Medium/ Medium,619000.0
152961,M. Pawelec,Mariusz Pawelec,1986-04-14,32,154.94,72.1,119,61,61,140000.0,1000.0,Right,1,3,2,Medium/ Medium,189000.0
241536,M. Sarkaria,Manprit Sarkaria,1996-08-26,22,152.4,69.9,10,61,69,375000.0,2000.0,Left,1,2,3,High/ Medium,619000.0
222848,A. Samuel,Alex Samuel,1995-09-20,23,152.4,69.9,157,61,66,350000.0,2000.0,Right,1,3,3,High/ High,639000.0
244095,J. Mäder,Janik Mäder,1996-09-27,22,152.4,69.9,58,61,69,375000.0,1000.0,Right,1,4,3,Medium/ Medium,619000.0
237695,M. Ortega,Miguel René Ortega Rodríguez,1995-04-13,23,193.04,73.9,98,61,71,300000.0,5000.0,Left,1,2,1,Medium/ Medium,540000.0
234111,D. Turnbull,David Turnbull,1999-07-10,19,185.42,74.8,126,61,80,525000.0,1000.0,Right,1,3,2,Medium/ Medium,1200000.0
215423,K. Koussou,Kodjovi Koussou,1992-06-22,26,170.18,64.0,58,61,62,300000.0,2000.0,Right,1,4,3,High/ Medium,458000.0
239742,J. Klinsmann,Jonathan Klinsmann,1997-04-08,21,193.04,83.9,152,61,75,450000.0,2000.0,Right,1,2,1,Medium/ Medium,1000000.0
224894,Álex Mozo,Alejandro Gutiérrez Mozo,1995-04-01,23,165.1,62.1,134,61,70,375000.0,4000.0,Right,1,2,3,Medium/ Medium,863000.0
216190,J. McCourt,Jak McCourt,1995-07-06,23,152.4,68.0,45,61,66,325000.0,3000.0,Right,1,3,2,High/ High,593000.0
192125,T. Björkström,Tim Björkström,1991-01-08,28,154.94,76.2,139,61,61,210000.0,1000.0,Right,1,2,2,High/ High,263000.0
244348,E. Gutiérrez,Edson Gutiérrez,1996-01-19,23,175.26,67.1,98,61,69,325000.0,6000.0,Right,1,2,2,Medium/ High,585000.0
242556,F. Arbeláez,Federico Arbeláez Ocampo,1996-11-10,22,154.94,71.2,30,61,68,300000.0,1000.0,Left,1,2,2,Medium/ Medium,""
235387,B. Gaye,Baboucarr Gaye,1998-02-24,21,193.04,87.1,56,61,73,350000.0,1000.0,Right,1,3,1,Medium/ Medium,630000.0
234619,Y. Mamilonne,Yannick Mamilonne,1992-02-09,27,190.5,84.8,54,61,62,300000.0,4000.0,Right,1,3,2,Medium/ Medium,""
239226,J. Torres,Juan Torres,1999-07-26,19,175.26,71.2,152,61,74,400000.0,1000.0,Right,1,3,2,Medium/ High,850000.0
231539,N. Andereggen,Nicolás Andereggen,1999-09-22,19,175.26,74.8,7,61,79,525000.0,2000.0,Left,1,3,2,Medium/ Medium,""
244601,S. van Hooijdonk,Sydney van Hooijdonk,2000-02-06,19,185.42,79.8,105,61,75,525000.0,1000.0,Right,1,4,2,Medium/ Medium,1100000.0
220019,M. Harness,Marcus Harness,1996-02-24,23,182.88,69.9,45,61,69,375000.0,2000.0,Right,1,3,3,Medium/ Medium,731000.0
240242,A. Pinga,Aimery Pinga Maria,1998-01-06,21,185.42,84.8,140,61,73,450000.0,4000.0,Right,1,3,2,Medium/ Medium,""
237170,Aitor Lorea,Aitor Lorea Vergara,1998-03-14,20,170.18,68.0,134,61,77,550000.0,1000.0,Right,1,3,2,Medium/ Medium,1200000.0
189041,M. Gardawski,Michael Gardawski,1990-09-25,28,152.4,74.8,58,61,61,210000.0,1000.0,Right,1,2,2,High/ Medium,284000.0
182385,Liu Weidong,刘卫东,1987-01-29,32,152.4,68.0,29,61,61,220000.0,2000.0,Right,1,3,2,High/ Medium,473000.0
239985,Brian Torres,Brian Torres Aguilar,1997-06-24,21,182.88,77.1,134,61,73,400000.0,1000.0,Right,1,3,2,Medium/ Medium,720000.0
237936,A. Dønnum,Aron Dønnum,1998-04-20,20,152.4,73.0,111,61,71,400000.0,1000.0,Left,1,2,3,High/ Medium,580000.0
231536,T. Johnson,Tyreke Johnson,1998-11-03,20,175.26,64.9,45,61,73,425000.0,4000.0,Right,1,3,3,High/ Medium,893000.0
246127,P. Will,Paul Will,1999-03-01,20,185.42,77.1,58,61,77,525000.0,5000.0,Left,1,3,3,Medium/ Medium,1200000.0
242543,O. Petrak,Oliver Petrak,1991-02-06,28,185.42,83.0,34,61,62,240000.0,1000.0,Right,1,2,2,Medium/ High,342000.0
238703,A. Brorsson,Arvid Brorsson,1999-05-08,19,187.96,81.2,139,61,70,325000.0,1000.0,Right,1,2,2,Medium/ Medium,471000.0
226415,M. Mara,Mohamed Mara,1996-12-12,22,175.26,64.0,64,61,69,375000.0,1000.0,Right,1,3,2,Medium/ Low,731000.0
228461,Ryu Jae Moon,류재문 刘在暮,1993-11-08,25,182.88,72.1,85,61,65,325000.0,1000.0,Right,1,3,2,Medium/ Medium,431000.0
245100,M. Awoudja,Maxime Awoudja,1998-02-02,21,187.96,86.2,58,61,72,375000.0,6000.0,Right,1,3,2,Medium/ Medium,694000.0
243308,Álex Dos Santos,Alejandro Dos Santos Ferreira,1999-01-15,20,185.42,78.9,19,61,75,450000.0,2000.0,Right,1,3,1,Medium/ Medium,1200000.0
215660,J. Thorsen,Jonas Thorsen,1990-04-19,28,182.88,78.9,40,61,61,250000.0,1000.0,Right,1,3,2,Medium/ High,363000.0
238955,D. Tuma,Davud Tuma,1996-05-16,22,152.4,69.9,58,61,68,350000.0,1000.0,Left,1,3,2,High/ Low,578000.0
236651,B. Koglin,Brian Koglin,1997-01-07,22,185.42,78.9,58,61,70,350000.0,2000.0,Left,1,3,2,Medium/ Medium,630000.0
241258,Wang Fan,王帆,1987-03-08,32,152.4,73.9,29,61,61,160000.0,3000.0,Left,1,2,2,High/ Medium,344000.0
236906,C. Villanueva,Carlos Villanueva,1999-07-01,19,170.18,68.0,28,61,76,550000.0,1000.0,Right,1,3,3,Medium/ Medium,1100000.0
236394,S. Amuzie,Stanley Amuzie,1996-02-28,23,185.42,84.8,109,61,68,300000.0,1000.0,Left,1,2,2,Low/ Medium,495000.0
234858,M. Funk,Marius Funk,1996-01-01,23,187.96,88.0,58,61,70,290000.0,1000.0,Right,1,3,1,Medium/ Medium,508000.0
228970,Fran Sánchez,Francisco José Sánchez Rodríguez,1990-02-08,29,152.4,69.9,134,61,61,250000.0,4000.0,Left,1,3,2,Medium/ Medium,363000.0
214634,J. Hessenthaler,Jake Hessenthaler,1994-04-20,24,175.26,64.0,45,61,63,300000.0,2000.0,Right,1,2,2,Medium/ Medium,548000.0
242281,Kun Temenuzhkov,Dzhoshkun Temenuzhkov,2000-02-01,19,167.64000000000001,76.2,20,61,76,525000.0,4000.0,Right,1,3,2,Medium/ Medium,1300000.0
235369,S. Mladenovic,Stefan Mladenovic,1994-04-03,24,152.4,64.9,111,61,67,350000.0,1000.0,Right,1,3,3,Medium/ Medium,508000.0
191336,S. Ando,安藤 骏介,1990-08-10,28,185.42,78.9,80,61,62,200000.0,1000.0,Right,1,3,1,Medium/ Medium,275000.0
239464,T. Galdames,Thomas Galdames,1998-11-20,20,152.4,69.9,28,61,72,375000.0,1000.0,Left,1,3,2,Medium/ Medium,581000.0
223080,H. Dunk,Harrison Dunk,1990-10-25,28,182.88,73.0,45,61,61,260000.0,3000.0,Left,1,3,2,High/ High,455000.0
242023,S. Ntiya-Ntiya,Siphosakhe Ntiya-Ntiya,1996-10-06,22,165.1,62.1,132,61,69,325000.0,1000.0,Left,1,3,2,Medium/ Medium,780000.0
238695,M. Barnofsky,Max Barnofsky,1995-03-05,24,190.5,84.8,58,61,66,290000.0,1000.0,Right,1,3,2,Medium/ Medium,471000.0
225383,H. Charsley,Harry Charsley,1996-11-01,22,152.4,64.0,121,61,69,375000.0,9000.0,Right,1,2,3,Medium/ Medium,788000.0
224615,Zheng Dalun,郑达伦,1994-02-11,25,170.18,67.1,29,61,64,325000.0,3000.0,Right,1,3,3,High/ Medium,723000.0
210791,A. Al Saleh,Abdullah Al Saleh,1989-10-15,29,182.88,78.0,125,61,61,180000.0,4000.0,Right,1,2,1,Medium/ Medium,297000.0
183142,K. Etuhu,Kelvin Etuhu,1988-05-30,30,185.42,71.2,109,61,61,230000.0,2000.0,Right,1,3,2,Low/ Medium,403000.0
238182,A. Amaya,Andrés Felipe  Amaya Rivera,2001-04-24,17,170.18,64.9,30,61,81,500000.0,1000.0,Left,1,3,3,High/ Low,1200000.0
247141,A. Komolong,Alwin Komolong,1994-11-02,24,182.88,79.8,115,61,63,260000.0,1000.0,Right,1,3,2,Medium/ Medium,397000.0
227941,B. Moore,Brendan Moore,1992-04-16,26,190.5,87.1,152,61,65,230000.0,1000.0,Right,1,2,1,Medium/ Medium,362000.0
227173,M. Payares,Martín Enrique Payares Campo,1995-03-27,23,182.88,72.1,30,61,70,325000.0,1000.0,Right,1,3,2,Low/ Medium,520000.0
244835,A. López,Antonio López,1997-04-10,21,172.72,66.2,98,61,71,400000.0,8000.0,Left,1,3,3,High/ Medium,760000.0
237411,M. Al Mania,Mujahid Al Mania,1996-01-15,23,185.42,73.0,125,61,70,400000.0,6000.0,Right,1,2,2,High/ Low,""
247394,D. Kulusevski,Dejan Kulusevski,2000-04-25,18,185.42,74.8,139,61,77,525000.0,2000.0,Left,1,2,2,Medium/ Medium,1200000.0
242530,N. Okafor,Noah Okafor,2000-05-24,18,185.42,84.8,140,61,81,525000.0,2000.0,Left,1,3,3,Medium/ Low,1300000.0
245596,Sergio Pérez,Sergio Pérez Jaén,1997-06-04,21,154.94,74.8,134,61,71,400000.0,1000.0,Right,1,3,3,Medium/ Medium,700000.0
245084,M. Busi,Maxime Busi,1999-10-14,19,154.94,74.8,14,61,74,400000.0,1000.0,Right,1,3,2,Medium/ Medium,850000.0
229468,F. Saavedra,Felipe Ignacio Saavedra Saavedra,1996-09-26,22,172.72,67.1,28,61,69,325000.0,1000.0,Left,1,2,3,High/ Medium,""
228188,P. Kotal,Pritam Kotal,1993-08-09,25,152.4,73.9,72,61,66,"","",Right,1,4,2,High/ Medium,""
239451,K. Appin,Kévin Appin,1998-01-20,21,152.4,71.2,54,61,70,350000.0,2000.0,Right,1,3,2,High/ Low,595000.0
233051,L. Bolton,Luke Bolton,1999-10-07,19,175.26,72.1,45,61,78,525000.0,1000.0,Right,1,3,3,High/ High,1200000.0
224859,N. Laursen,Nikolai Laursen,1998-02-19,21,185.42,69.9,40,61,72,450000.0,2000.0,Left,1,3,3,Medium/ Medium,""
213339,B. Garmston,Bradley Garmston,1994-01-18,25,152.4,68.9,121,61,63,250000.0,1000.0,Left,1,2,2,Medium/ Medium,456000.0
243802,B. Kindsvater,Benjamin Kindsvater,1993-02-08,26,175.26,67.1,58,61,62,300000.0,2000.0,Left,1,3,2,Medium/ Medium,458000.0
237146,Angel Sánchez,Ángel Sánchez Baró,1997-07-28,21,152.4,69.9,134,61,69,375000.0,3000.0,Right,1,3,2,Medium/ Medium,863000.0
237657,E. Orona,Efraín Orona Zavala,1999-02-22,20,154.94,72.1,98,61,74,425000.0,2000.0,Left,1,3,2,Medium/ High,988000.0
224345,A. Kartalis,Alexandros Kartalis,1995-01-29,24,152.4,66.2,60,61,65,270000.0,1000.0,Left,1,3,3,High/ Medium,412000.0
240728,D. Tchamba,Duplexe Tchamba,1998-07-10,20,190.5,78.9,23,61,74,425000.0,1000.0,Left,1,2,2,Medium/ Medium,1100000.0
224088,N. Atangana,Nigel Atangana,1989-09-09,29,187.96,72.1,54,61,61,250000.0,3000.0,Right,1,3,2,Medium/ High,438000.0
210264,T. Vollnhofer,Thomas Vollnhofer,1984-09-02,34,152.4,74.8,10,61,61,130000.0,2000.0,Right,1,3,1,Medium/ Medium,189000.0
235607,T. Rocha,Tony Rocha,1993-08-21,25,175.26,74.8,152,61,66,325000.0,1000.0,Right,1,3,2,Medium/ Medium,512000.0
244054,S. Finley,Sam Finley,1992-08-04,26,170.18,68.0,45,61,64,325000.0,1000.0,Left,1,3,2,Medium/ Medium,593000.0
234070,M. Kanabah,Majed Kanabah,1993-02-27,26,170.18,69.9,125,61,65,270000.0,3000.0,Left,1,2,2,Medium/ Medium,466000.0
229974,T. Robinet,Thomas Robinet,1996-08-18,22,154.94,74.8,54,61,73,450000.0,1000.0,Right,1,3,2,Medium/ High,878000.0
163158,C. Dickinson,Carl Dickinson,1987-03-31,31,185.42,89.8,45,61,61,160000.0,2000.0,Left,1,2,2,Medium/ High,280000.0
243797,C. Köppel,Christian Köppel,1994-11-03,24,182.88,78.9,58,61,65,270000.0,1000.0,Left,1,3,2,Medium/ Medium,412000.0
240725,I. Aaneba,Ismaël Aaneba,1999-05-29,19,152.4,78.0,54,61,72,375000.0,1000.0,Right,1,2,2,Low/ High,825000.0
233045,I. Ugbo,Iké Ugbo,1998-09-21,20,185.42,73.0,45,61,76,550000.0,8000.0,Right,1,3,2,High/ Medium,1400000.0
232789,T. Nakagawa,仲川 輝人,1992-07-27,26,160.02,57.2,80,61,62,300000.0,1000.0,Right,1,3,2,High/ Medium,398000.0
210773,K. Skaanes,Kasper Skaanes,1995-03-19,23,175.26,60.8,111,61,70,375000.0,1000.0,Right,1,3,3,Medium/ Medium,544000.0
206165,L. Maniero,Luca Maniero,1995-06-12,23,187.96,88.9,77,61,67,250000.0,1000.0,Right,1,3,1,Medium/ Medium,438000.0
247124,G. Mensah,Gideon Mensah,1998-07-18,20,152.4,64.0,59,61,72,375000.0,1000.0,Left,1,2,3,High/ Medium,619000.0
237396,P. Da Silva,Pierre Da Silva,1998-07-28,20,175.26,66.2,152,61,78,550000.0,1000.0,Left,1,3,3,Medium/ Low,1100000.0
237140,L. Fritzson,Ludvig Fritzson,1995-08-25,23,182.88,77.1,139,61,67,350000.0,1000.0,Right,1,3,3,High/ Medium,508000.0
244050,W. Burger,Wouter Burger,2001-02-16,18,190.5,73.0,105,61,79,500000.0,1000.0,Left,1,4,3,Medium/ Medium,1000000.0
240722,Campos,Gaizka Campos Bahíllo,1995-05-16,23,187.96,79.8,134,61,65,230000.0,1000.0,Right,1,3,1,Medium/ Medium,385000.0
203090,R. Charles-Cook,Reice Charles-Cook,1994-04-08,24,185.42,79.8,45,61,64,230000.0,1000.0,Right,1,3,1,Medium/ Medium,420000.0
214353,W. Cuesta,William David Cuesta Mosquera,1993-02-19,26,195.57999999999998,87.1,30,61,65,230000.0,1000.0,Right,1,3,1,Medium/ Medium,339000.0
247120,R. Margaret,Richonell Margaret,2000-07-07,18,187.96,73.9,105,61,76,500000.0,1000.0,Right,1,3,3,Medium/ Medium,1100000.0
246352,Guillamón,Hugo Guillamón Sammartín,2000-01-31,19,152.4,73.0,134,61,79,475000.0,2000.0,Right,1,3,2,Low/ Medium,1300000.0
244047,L. Abdulahi,Liban Abdulahi,1995-11-02,23,152.4,59.9,105,61,69,375000.0,1000.0,Right,1,3,3,Medium/ Medium,619000.0
224335,L. Cueto,Lucas Cueto,1996-03-24,22,175.26,64.0,58,61,69,375000.0,1000.0,Left,1,3,3,Medium/ Medium,619000.0
245582,B. Källman,Benjamin Källman,1998-08-17,20,182.88,74.8,53,61,70,375000.0,1000.0,Right,1,3,2,High/ Medium,544000.0
242766,N. Jackson,Niki Jackson,1995-08-25,23,185.42,78.0,152,61,70,400000.0,1000.0,Right,1,3,2,Medium/ Medium,680000.0
236878,Cordero,Arturo Cordero López,1994-10-02,24,187.96,79.8,134,61,66,240000.0,1000.0,Right,1,3,1,Medium/ Medium,390000.0
246861,A. Riccardi,Alessio Riccardi,2001-04-03,17,152.4,64.9,77,61,86,550000.0,4000.0,Right,1,3,2,High/ Medium,1500000.0
242253,M. Toye,Mason Toye,1998-10-16,20,190.5,82.1,152,61,76,550000.0,1000.0,Right,1,2,2,Medium/ Medium,1200000.0
